dirs,timeA,timeB,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11
impRB_pl_L1//a.pu.ki26.none.none.wav,none,none,ta,lu,ze,sil,be,zu,ne,sil1,ro,la,sil2
impRB_pl_L1//a.pu.ki27.none.none.wav,none,none,ta,fo,lu,sil,be,ze,ne,sil1,ri,zu,sil2
impRB_pl_L1//a.pu.ki28.none.none.wav,none,none,fo,fa,ne,sil,ta,ze,ri,sil1,be,la,sil2
impRB_pl_L1//a.pu.ki29.888.1776.wav,1776,888,fa,la,ni,sil,pu,cho,ro,sil1,ki,lu,sil2
impRB_pl_L1//a.pu.ki30.0.888.wav,888,0,pu,fo,ri,sil,ki,zu,cho,sil1,ni,la,sil2
impRB_pl_L1//a.pu.ki31.0.888.wav,888,0,pu,ni,fo,sil,ki,ne,ze,sil1,fa,la,sil2
impRB_pl_L1//b.ta.be0.0.888.wav,0,888,ta,la,ro,sil,be,ne,ri,sil1,ni,ze,sil2
impRB_pl_L1//b.ta.be1.none.none.wav,none,none,pu,ri,la,sil,ki,lu,ne,sil1,ro,zu,sil2
impRB_pl_L1//b.ta.be2.none.none.wav,none,none,la,fo,ni,sil,pu,ze,cho,sil1,ki,lu,sil2
impRB_pl_L1//b.ta.be3.888.1776.wav,888,1776,fa,ni,ze,sil,ta,ne,lu,sil1,be,fo,sil2
impRB_pl_L1//b.ta.be4.0.888.wav,0,888,ta,zu,ze,sil,be,ni,ri,sil1,la,fo,sil2
impRB_pl_L1//b.ta.be5.0.888.wav,0,888,ta,lu,zu,sil,be,ze,fa,sil1,ni,ri,sil2
impRB_pl_L1//b.ta.be6.888.1776.wav,888,1776,ze,fa,la,sil,ta,ro,ni,sil1,be,cho,sil2
impRB_pl_L1//b.ta.be7.888.1776.wav,888,1776,ze,fa,lu,sil,ta,cho,ni,sil1,be,fo,sil2
impRB_pl_L1//b.ta.be8.none.none.wav,none,none,zu,ri,lu,sil,pu,la,ze,sil1,ki,fa,sil2
impRB_pl_L1//b.ta.be9.none.none.wav,none,none,pu,ze,cho,sil,ki,ni,ro,sil1,zu,la,sil2
impRB_pl_L1//b.ta.be10.888.1776.wav,888,1776,la,fo,ro,sil,ta,ni,ri,sil1,be,zu,sil2
impRB_pl_L1//b.ta.be11.none.none.wav,none,none,pu,zu,ro,sil,ki,ne,fa,sil1,cho,lu,sil2
impRB_pl_L1//b.ta.be12.none.none.wav,none,none,zu,ri,ze,sil,pu,lu,ne,sil1,ki,cho,sil2
impRB_pl_L1//b.ta.be13.0.888.wav,0,888,ta,zu,ni,sil,be,ne,ro,sil1,fa,ze,sil2
impRB_pl_L1//b.ta.be14.none.none.wav,none,none,pu,ri,zu,sil,ki,fa,fo,sil1,ro,ze,sil2
impRB_pl_L1//b.ta.be15.none.none.wav,none,none,ri,cho,ze,sil,pu,zu,ne,sil1,ki,ni,sil2
impRB_pl_L1//b.ta.be16.888.1776.wav,888,1776,lu,fo,ri,sil,ta,ni,cho,sil1,be,la,sil2
impRB_pl_L1//b.ta.be17.0.888.wav,0,888,ta,ri,la,sil,be,cho,fo,sil1,ze,zu,sil2
impRB_pl_L1//b.ta.be18.0.888.wav,0,888,ta,ri,la,sil,be,cho,fa,sil1,fo,ze,sil2
impRB_pl_L1//b.ta.be19.888.1776.wav,888,1776,ro,fo,lu,sil,ta,ri,ze,sil1,be,ni,sil2
impRB_pl_L1//b.ta.be20.0.888.wav,0,888,ta,fa,lu,sil,be,ri,cho,sil1,la,zu,sil2
impRB_pl_L1//b.ta.be21.none.none.wav,none,none,pu,zu,lu,sil,ki,ne,ze,sil1,fa,ro,sil2
impRB_pl_L1//b.ta.be22.none.none.wav,none,none,pu,lu,cho,sil,ki,zu,ne,sil1,ro,fa,sil2
impRB_pl_L1//b.ta.be23.none.none.wav,none,none,pu,zu,fo,sil,ki,ri,ze,sil1,lu,ro,sil2
impRB_pl_L1//b.ta.be24.none.none.wav,none,none,ni,fa,ro,sil,pu,ne,ze,sil1,ki,la,sil2
impRB_pl_L1//b.ta.be25.none.none.wav,none,none,pu,ne,cho,sil,ki,lu,fo,sil1,ro,fa,sil2
impRB_pl_L1//b.ta.be26.888.1776.wav,888,1776,cho,lu,zu,sil,ta,la,ze,sil1,be,fo,sil2
impRB_pl_L1//b.ta.be27.none.none.wav,none,none,zu,la,fa,sil,pu,ni,ze,sil1,ki,fo,sil2
impRB_pl_L1//b.ta.be28.none.none.wav,none,none,ro,zu,ri,sil,pu,lu,ze,sil1,ki,fo,sil2
impRB_pl_L1//b.ta.be29.none.none.wav,none,none,fo,ri,lu,sil,pu,ro,ze,sil1,ki,la,sil2
impRB_pl_L1//b.ta.be30.0.888.wav,0,888,ta,la,ne,sil,be,ze,ri,sil1,lu,zu,sil2
impRB_pl_L1//b.ta.be31.888.1776.wav,888,1776,ro,la,lu,sil,ta,cho,ni,sil1,be,fo,sil2
impRB_pl_L1//c.ro.fo0.444.0.wav,444,0,fo,cho,ro,sil,ta,ni,ne,sil1,be,ze,sil2
impRB_pl_L1//c.ro.fo1.none.none.wav,none,none,ta,ni,cho,sil,be,la,fa,sil1,ri,ze,sil2
impRB_pl_L1//c.ro.fo2.1776.1110.wav,1776,1110,ta,ni,ze,sil,be,fo,fa,sil1,ro,zu,sil2
impRB_pl_L1//c.ro.fo3.222.444.wav,222,444,la,ro,fo,sil,pu,ni,fa,sil1,ki,lu,sil2
impRB_pl_L1//c.ro.fo4.none.none.wav,none,none,pu,lu,ni,sil,ki,ne,ri,sil1,la,ze,sil2
impRB_pl_L1//c.ro.fo5.444.1110.wav,444,1110,zu,ne,ro,sil,pu,fo,ri,sil1,ki,lu,sil2
impRB_pl_L1//c.ro.fo6.1776.444.wav,1776,444,pu,lu,fo,sil,ki,ze,la,sil1,ro,ni,sil2
impRB_pl_L1//c.ro.fo7.none.none.wav,none,none,zu,ze,fa,sil,ta,lu,ni,sil1,be,ne,sil2
impRB_pl_L1//c.ro.fo8.none.none.wav,none,none,ta,ze,ne,sil,be,ni,la,sil1,cho,lu,sil2
impRB_pl_L1//c.ro.fo9.0.444.wav,0,444,ro,zu,fo,sil,ta,ne,ni,sil1,be,lu,sil2
impRB_pl_L1//c.ro.fo10.444.0.wav,444,0,fo,la,ro,sil,pu,zu,cho,sil1,ki,ri,sil2
impRB_pl_L1//c.ro.fo11.none.none.wav,none,none,zu,cho,ri,sil,pu,ni,ze,sil1,ki,ne,sil2
impRB_pl_L1//c.ro.fo12.1110.222.wav,1110,222,ta,fo,ne,sil,be,ro,ni,sil1,lu,zu,sil2
impRB_pl_L1//c.ro.fo13.444.0.wav,444,0,fo,zu,ro,sil,ta,ri,la,sil1,be,ne,sil2
impRB_pl_L1//c.ro.fo14.none.none.wav,none,none,la,lu,ni,sil,ta,cho,fa,sil1,be,zu,sil2
impRB_pl_L1//c.ro.fo15.none.none.wav,none,none,lu,la,cho,sil,ta,ri,ni,sil1,be,zu,sil2
impRB_pl_L1//c.ro.fo16.none.none.wav,none,none,ne,ri,la,sil,pu,ni,ze,sil1,ki,zu,sil2
impRB_pl_L1//c.ro.fo17.1776.1110.wav,1776,1110,ta,la,fa,sil,be,fo,ze,sil1,ro,lu,sil2
impRB_pl_L1//c.ro.fo18.1110.1332.wav,1110,1332,pu,ni,zu,sil,ki,ro,fo,sil1,cho,la,sil2
impRB_pl_L1//c.ro.fo19.none.none.wav,none,none,pu,ni,zu,sil,ki,ne,cho,sil1,ri,fa,sil2
impRB_pl_L1//c.ro.fo20.1776.222.wav,1776,222,pu,fo,ri,sil,ki,ne,lu,sil1,ro,ze,sil2
impRB_pl_L1//c.ro.fo21.none.none.wav,none,none,pu,lu,ze,sil,ki,fa,zu,sil1,cho,la,sil2
impRB_pl_L1//c.ro.fo22.none.none.wav,none,none,cho,ne,ni,sil,pu,la,lu,sil1,ki,ze,sil2
impRB_pl_L1//c.ro.fo23.1110.222.wav,1110,222,pu,fo,ne,sil,ki,ro,ze,sil1,ni,ri,sil2
impRB_pl_L1//c.ro.fo24.1332.222.wav,1332,222,ne,fo,zu,sil,ta,ze,ro,sil1,be,fa,sil2
impRB_pl_L1//c.ro.fo25.none.none.wav,none,none,ne,ri,zu,sil,pu,lu,ni,sil1,ki,fa,sil2
impRB_pl_L1//c.ro.fo26.1332.222.wav,1332,222,ta,fo,ni,sil,be,la,ro,sil1,ze,lu,sil2
impRB_pl_L1//c.ro.fo27.none.none.wav,none,none,pu,lu,cho,sil,ki,ze,ri,sil1,zu,fa,sil2
impRB_pl_L1//c.ro.fo28.none.none.wav,none,none,ta,fa,la,sil,be,ne,zu,sil1,ze,cho,sil2
impRB_pl_L1//c.ro.fo29.none.none.wav,none,none,ze,lu,ni,sil,ta,fa,zu,sil1,be,la,sil2
impRB_pl_L1//c.ro.fo30.1332.444.wav,1332,444,fa,ri,fo,sil,pu,ni,ro,sil1,ki,la,sil2
impRB_pl_L1//c.ro.fo31.none.none.wav,none,none,ta,ni,zu,sil,be,ze,cho,sil1,ne,lu,sil2
impRB_pl_L1//d.ne.ni0.none.none.wav,none,none,zu,ro,fo,sil,pu,ze,fa,sil1,ki,lu,sil2
impRB_pl_L1//d.ne.ni1.none.none.wav,none,none,ta,fo,la,sil,be,cho,fa,sil1,ri,ro,sil2
impRB_pl_L1//d.ne.ni2.none.none.wav,none,none,ro,ri,zu,sil,pu,fo,ze,sil1,ki,lu,sil2
impRB_pl_L1//d.ne.ni3.none.none.wav,none,none,ta,ze,lu,sil,be,ro,fa,sil1,fo,ri,sil2
impRB_pl_L1//d.ne.ni4.none.none.wav,none,none,fa,ro,lu,sil,pu,fo,ze,sil1,ki,zu,sil2
impRB_pl_L1//d.ne.ni5.none.none.wav,none,none,ta,zu,fo,sil,be,ri,fa,sil1,ze,la,sil2
impRB_pl_L1//d.ne.ni6.1110.1332.wav,1110,1332,ta,cho,la,sil,be,ne,ni,sil1,ro,fa,sil2
impRB_pl_L1//d.ne.ni7.1332.0.wav,1332,0,ni,lu,ze,sil,ta,fo,ne,sil1,be,la,sil2
impRB_pl_L1//d.ne.ni8.none.none.wav,none,none,zu,lu,ze,sil,ta,fa,cho,sil1,be,ri,sil2
impRB_pl_L1//d.ne.ni9.none.none.wav,none,none,cho,fa,zu,sil,ta,ri,ze,sil1,be,la,sil2
impRB_pl_L1//d.ne.ni10.0.444.wav,0,444,ne,fo,ni,sil,ta,ze,ro,sil1,be,zu,sil2
impRB_pl_L1//d.ne.ni11.none.none.wav,none,none,pu,ri,cho,sil,ki,la,fa,sil1,ro,zu,sil2
impRB_pl_L1//d.ne.ni12.1110.222.wav,1110,222,ri,ni,fa,sil,ta,ne,zu,sil1,be,la,sil2
impRB_pl_L1//d.ne.ni13.444.1110.wav,444,1110,pu,ri,ne,sil,ki,ni,cho,sil1,ro,la,sil2
impRB_pl_L1//d.ne.ni14.none.none.wav,none,none,ta,fo,cho,sil,be,lu,ze,sil1,la,zu,sil2
impRB_pl_L1//d.ne.ni15.none.none.wav,none,none,ri,fa,ro,sil,ta,la,cho,sil1,be,lu,sil2
impRB_pl_L1//d.ne.ni16.none.none.wav,none,none,pu,zu,ri,sil,ki,cho,ro,sil1,la,fa,sil2
impRB_pl_L1//d.ne.ni17.1110.0.wav,1110,0,ni,ze,fa,sil,pu,ne,cho,sil1,ki,ri,sil2
impRB_pl_L1//d.ne.ni18.0.1110.wav,0,1110,ne,fa,lu,sil,pu,ni,zu,sil1,ki,fo,sil2
impRB_pl_L1//d.ne.ni19.0.1110.wav,0,1110,ne,ro,ze,sil,ta,ni,la,sil1,be,fa,sil2
impRB_pl_L1//d.ne.ni20.none.none.wav,none,none,ze,zu,ro,sil,ta,cho,la,sil1,be,ri,sil2
impRB_pl_L1//d.ne.ni21.none.none.wav,none,none,lu,zu,fo,sil,pu,la,cho,sil1,ki,ze,sil2
impRB_pl_L1//d.ne.ni22.none.none.wav,none,none,pu,fo,ri,sil,ki,cho,lu,sil1,la,ze,sil2
impRB_pl_L1//d.ne.ni23.0.1110.wav,0,1110,ne,zu,ro,sil,pu,ni,lu,sil1,ki,ri,sil2
impRB_pl_L1//d.ne.ni24.1110.1332.wav,1110,1332,ta,cho,ri,sil,be,ne,ni,sil1,fa,zu,sil2
impRB_pl_L1//d.ne.ni25.1776.1110.wav,1776,1110,ta,fo,cho,sil,be,ni,ro,sil1,ne,ri,sil2
impRB_pl_L1//d.ne.ni26.222.1332.wav,222,1332,pu,ne,ze,sil,ki,fo,ni,sil1,ri,zu,sil2
impRB_pl_L1//d.ne.ni27.1332.222.wav,1332,222,ta,ni,zu,sil,be,ri,ne,sil1,lu,ze,sil2
impRB_pl_L1//d.ne.ni28.222.1110.wav,222,1110,pu,ne,ro,sil,ki,ni,la,sil1,lu,fa,sil2
impRB_pl_L1//d.ne.ni29.none.none.wav,none,none,pu,fa,ri,sil,ki,zu,lu,sil1,cho,ze,sil2
impRB_pl_L1//d.ne.ni30.1110.222.wav,1110,222,pu,ni,fo,sil,ki,ne,ri,sil1,fa,cho,sil2
impRB_pl_L1//d.ne.ni31.0.444.wav,0,444,ne,fo,ni,sil,pu,ze,la,sil1,ki,ri,sil2
