dirs,timeA,timeB,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11
impR_L2//b.fe.ra26.none.none.wav,none,none,to,si,me,sil,go,te,bi,sil1,du,mi,sil2
impR_L2//b.fe.ra27.888.1998.wav,888,1998,cha,ba,mi,sil,fe,bi,su,sil2,ra,to,sil1
impR_L2//b.fe.ra28.0.888.wav,0,888,fe,cha,mi,sil,ra,te,su,sil2,ño,ba,sil1
impR_L2//b.fe.ra29.888.1776.wav,888,1776,to,ba,ñu,sil,fe,si,su,sil1,ra,bi,sil2
impR_L2//b.fe.ra30.888.1998.wav,888,1998,ño,to,te,sil,fe,me,bi,sil2,ra,si,sil1
impR_L2//b.fe.ra31.1110.1998.wav,1110,1998,me,su,ba,sil2,fe,mi,si,sil,ra,bi,sil1
impR_L2//c.cha.me0.none.none.wav,none,none,si,ñu,ño,sil,fe,bi,to,sil1,ra,su,sil2
impR_L2//c.cha.me1.1332.222.wav,1332,222,go,me,bi,sil2,du,cha,ño,sil,te,ba,sil1
impR_L2//c.cha.me2.1332.444.wav,1332,444,bi,su,me,sil,fe,si,cha,sil2,ra,mi,sil1
impR_L2//c.cha.me3.none.none.wav,none,none,to,mi,su,sil,go,bi,ño,sil1,du,te,sil2
impR_L2//c.cha.me4.1110.222.wav,1110,222,te,me,ba,sil,fe,cha,si,sil1,ra,mi,sil2
impR_L2//c.cha.me5.none.none.wav,none,none,te,to,bi,sil,fe,ño,si,sil1,ra,su,sil2
impR_L2//c.cha.me6.none.none.wav,none,none,fe,ñu,mi,sil,ra,bi,ño,sil1,to,te,sil2
impR_L2//c.cha.me7.none.none.wav,none,none,fe,su,mi,sil,ra,ba,to,sil1,bi,ñu,sil2
impR_L2//c.cha.me8.none.none.wav,none,none,ño,te,to,sil,fe,ñu,si,sil2,ra,ba,sil1
impR_L2//c.cha.me9.none.none.wav,none,none,go,te,si,sil,du,ñu,ba,sil2,bi,ño,sil1
impR_L2//c.cha.me10.1998.1110.wav,1998,1110,fe,mi,si,sil,ra,me,to,sil2,cha,ño,sil1
impR_L2//c.cha.me11.none.none.wav,none,none,to,bi,su,sil,fe,si,ño,sil2,ra,ñu,sil1
impR_L2//c.cha.me12.none.none.wav,none,none,go,to,su,sil2,du,ba,si,sil,bi,ño,sil1
impR_L2//c.cha.me13.1332.222.wav,1332,222,fe,me,ño,sil2,ra,cha,te,sil,bi,su,sil1
impR_L2//c.cha.me14.none.none.wav,none,none,ba,bi,si,sil,go,ño,te,sil1,du,ñu,sil2
impR_L2//c.cha.me15.none.none.wav,none,none,go,ñu,to,sil,du,si,mi,sil1,su,ba,sil2
impR_L2//c.cha.me16.none.none.wav,none,none,te,bi,su,sil,go,to,ño,sil2,du,ñu,sil1
impR_L2//c.cha.me17.0.222.wav,0,222,cha,me,ba,sil,go,to,mi,sil2,du,su,sil1
impR_L2//c.cha.me18.222.444.wav,222,444,ño,cha,me,sil,go,mi,su,sil2,du,te,sil1
impR_L2//c.cha.me19.1332.222.wav,1332,222,ño,me,to,sil,fe,bi,cha,sil2,ra,su,sil1
impR_L2//c.cha.me20.1776.444.wav,1776,444,fe,bi,me,sil,ra,ba,su,sil1,cha,to,sil2
impR_L2//c.cha.me21.none.none.wav,none,none,go,si,su,sil,du,to,ba,sil1,te,ño,sil2
impR_L2//c.cha.me22.none.none.wav,none,none,fe,mi,te,sil,ra,si,to,sil2,ñu,su,sil1
impR_L2//c.cha.me23.1998.222.wav,1998,222,fe,me,ñu,sil2,ra,si,su,sil,cha,te,sil1
impR_L2//c.cha.me24.1332.1554.wav,1332,1554,go,to,te,sil2,du,cha,me,sil,ba,ñu,sil1
impR_L2//c.cha.me25.none.none.wav,none,none,si,bi,ñu,sil,go,su,ba,sil2,du,ño,sil1
impR_L2//c.cha.me26.none.none.wav,none,none,fe,te,to,sil,ra,ñu,ño,sil2,ba,mi,sil1
impR_L2//c.cha.me27.0.222.wav,0,222,cha,me,ñu,sil2,go,si,ba,sil,du,ño,sil1
impR_L2//c.cha.me28.444.0.wav,444,0,me,ñu,cha,sil2,fe,te,su,sil,ra,ba,sil1
impR_L2//c.cha.me29.1332.0.wav,1332,0,me,su,te,sil2,go,cha,si,sil,du,to,sil1
impR_L2//c.cha.me30.1998.222.wav,1998,222,go,me,si,sil2,du,ba,ño,sil,cha,ñu,sil1
impR_L2//c.cha.me31.1776.1110.wav,1776,1110,go,ba,ñu,sil,du,me,te,sil1,cha,ño,sil2
impR_L2//d.si.ñu0.1554.222.wav,1554,222,go,ñu,ño,sil2,du,ba,si,sil,bi,te,sil1
impR_L2//d.si.ñu1.none.none.wav,none,none,me,ño,to,sil,fe,mi,ba,sil1,ra,bi,sil2
impR_L2//d.si.ñu2.1998.444.wav,1998,444,fe,cha,ñu,sil2,ra,mi,me,sil,si,ño,sil1
impR_L2//d.si.ñu3.none.none.wav,none,none,cha,te,to,sil,fe,ño,su,sil2,ra,bi,sil1
impR_L2//d.si.ñu4.0.222.wav,0,222,si,ñu,me,sil2,go,ba,su,sil,du,cha,sil1
impR_L2//d.si.ñu5.none.none.wav,none,none,go,cha,to,sil,du,ño,mi,sil1,bi,ba,sil2
impR_L2//d.si.ñu6.none.none.wav,none,none,su,te,bi,sil2,go,to,ba,sil,du,me,sil1
impR_L2//d.si.ñu7.none.none.wav,none,none,fe,te,ño,sil,ra,bi,mi,sil2,cha,to,sil1
impR_L2//d.si.ñu8.none.none.wav,none,none,go,ba,su,sil,du,bi,te,sil2,me,to,sil1
impR_L2//d.si.ñu9.444.0.wav,444,0,ñu,ba,si,sil,fe,cha,bi,sil1,ra,to,sil2
impR_L2//d.si.ñu10.none.none.wav,none,none,me,su,mi,sil2,go,bi,cha,sil,du,ba,sil1
impR_L2//d.si.ñu11.1332.444.wav,1332,444,go,te,ñu,sil,du,cha,si,sil1,ba,mi,sil2
impR_L2//d.si.ñu12.none.none.wav,none,none,fe,to,su,sil,ra,ba,mi,sil2,ño,me,sil1
impR_L2//d.si.ñu13.none.none.wav,none,none,te,me,to,sil,fe,bi,ño,sil2,ra,mi,sil1
impR_L2//d.si.ñu14.1332.222.wav,1332,222,go,ñu,mi,sil,du,te,si,sil1,me,to,sil2
impR_L2//d.si.ñu15.444.1332.wav,444,1332,fe,to,si,sil,ra,mi,ñu,sil1,bi,ba,sil2
impR_L2//d.si.ñu16.none.none.wav,none,none,go,bi,te,sil2,du,su,ño,sil,mi,cha,sil1
impR_L2//d.si.ñu17.444.1332.wav,444,1332,to,su,si,sil2,fe,ñu,cha,sil,ra,ño,sil1
impR_L2//d.si.ñu18.1332.222.wav,1332,222,ba,ñu,cha,sil2,go,si,me,sil,du,mi,sil1
impR_L2//d.si.ñu19.444.1110.wav,444,1110,cha,bi,si,sil,go,ñu,ño,sil1,du,to,sil2
impR_L2//d.si.ñu20.1110.1332.wav,1110,1332,go,te,cha,sil,du,si,ñu,sil2,mi,bi,sil1
impR_L2//d.si.ñu21.none.none.wav,none,none,go,su,ño,sil2,du,mi,te,sil,bi,me,sil1
impR_L2//d.si.ñu22.none.none.wav,none,none,ño,me,mi,sil,go,cha,su,sil2,du,bi,sil1
impR_L2//d.si.ñu23.none.none.wav,none,none,fe,to,ba,sil,ra,ño,mi,sil1,su,me,sil2
impR_L2//d.si.ñu24.none.none.wav,none,none,fe,ba,me,sil2,ra,bi,mi,sil,te,to,sil1
impR_L2//d.si.ñu25.444.0.wav,444,0,ñu,mi,si,sil,fe,te,ño,sil2,ra,ba,sil1
impR_L2//d.si.ñu26.222.1110.wav,222,1110,fe,si,mi,sil,ra,ñu,ño,sil2,te,ba,sil1
impR_L2//d.si.ñu27.none.none.wav,none,none,ba,mi,to,sil,fe,cha,bi,sil2,ra,su,sil1
impR_L2//d.si.ñu28.444.1332.wav,444,1332,fe,su,si,sil2,ra,ñu,mi,sil,ño,me,sil1
impR_L2//d.si.ñu29.444.1110.wav,444,1110,to,su,si,sil,go,ñu,cha,sil1,du,te,sil2
impR_L2//d.si.ñu30.none.none.wav,none,none,su,ba,me,sil2,go,cha,to,sil,du,mi,sil1
impR_L2//d.si.ñu31.222.1110.wav,222,1110,mi,si,to,sil,fe,ñu,bi,sil2,ra,me,sil1
