Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,instr_3,age_M3,instr_4,age_M4,instr_5,age_M5,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
10,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r2,10,Online_whatL2//b.fe.ra5.888.1776.wav,ñu,ño,mi,sil,fe,me,ba,sil1,ra,te,sil2,['miss'],,,0.888,beat,,,,fe,1,testWhatL2Uns//r1.s1.0.wav,1.0,what,unsyncopated,a,s1,rule,rule,L2,m,0.7659,1.0,0.0,1.5825,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,11.Busco novedades musicales continuamente,4.0,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
11,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r1,11,Online_whatL2//b.fe.ra7.none.none.wav,go,cha,me,sil,du,bi,te,sil1,ñu,su,sil2,['false alarm'],[0.044999999999845386],[0.044999999999845386],none,none,,,"[""space""]",fe,1,testWhatL2Uns//r1.s2.1.wav,1.0,what,unsyncopated,a,s2,rule,rule,L2,m,1.2021,3.0,0.0,2.0996,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,4.0,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
12,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r1,12,Online_whatL2//d.si.ñu8.none.none.wav,go,ba,to,sil2,du,mi,su,sil,te,cha,sil1,['-'],,,none,none,,,,si,4,testWhatL2Uns//cat_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,cat,L2,m,0.5383,7.0,1.0,5.5081,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,13. Me gusta cantar o tocar un instrumento con más gente,4.0,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
13,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r1,13,Online_whatL2//d.si.ñu11.none.none.wav,su,bi,me,sil,go,te,mi,sil1,du,ño,sil2,['-'],,,none,none,,,,si,4,testWhatL2Uns//cat_viol.r2.s2.0.wav,1.0,what,unsyncopated,b,s2,no_rule,cat,L2,z,4.34,2.0,0.0,2.9084,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,14. La música me ayuda a desconectar.,4.0,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
14,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r2,14,Online_whatL2//d.si.ñu10.1554.222.wav,to,ñu,cha,sil2,fe,me,si,sil,ra,te,sil1,['catch'],[1.640399999998408],[1.640399999998408],1.554,no_beat,0.0863999999984079,0.0863999999984079,"[""space""]",si,4,testWhatL2Uns//time_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,time,L2,z,12.5867,1.0,0.0,1.6961,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,4.0,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
15,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r1,15,Online_whatL2//d.si.ñu9.444.1332.wav,go,mi,si,sil,du,me,ñu,sil2,to,su,sil1,['catch'],[1.24060000000145],[1.24060000000145],0.444,no_beat,0.7966000000014501,0.7966000000014501,"[""space""]",si,4,testWhatL2Uns//r2.s2.0.wav,1.0,what,unsyncopated,b,s2,rule,rule,L2,m,2.7816,1.0,0.0,1.1669,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,16. En los conciertos me siento en sintonía con los artistas y el público.,4.0,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
16,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r2,16,Online_whatL2//a.go.du5.none.none.wav,fe,su,bi,sil,ra,te,to,sil1,ño,ñu,sil2,['-'],,,none,none,,,,du,2,testWhatL2Uns//dep_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,dep,L2,m,5.5013,1.0,1.0,0.7814,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,3.0,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
17,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r2,17,Online_whatL2//a.go.du4.none.none.wav,te,mi,cha,sil,fe,bi,ñu,sil1,ra,ba,sil2,['-'],,,none,none,,,,du,2,testWhatL2Uns//r1.s1.1.wav,1.0,what,unsyncopated,a,s1,rule,rule,L2,m,1.1625,1.0,0.0,0.9708,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,18. Siento escalofríos cuando escucho una melodía que me gusta.,4.0,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
18,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r1,18,Online_whatL2//a.go.du6.888.1776.wav,bi,su,cha,sil,go,te,ñu,sil1,du,me,sil2,['catch'],[2.5534999999999854],[2.5534999999999854],1.776,beat,0.7774999999999854,0.7774999999999854,"[""space""]",du,2,testWhatL2Uns//cat_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,cat,L2,z,2.4068,5.0,0.0,1.7966,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,19. Con la música me puedo desahogar.,4.0,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
19,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r2,19,Online_whatL2//a.go.du7.none.none.wav,fe,ñu,me,sil,ra,cha,to,sil1,si,su,sil2,['false alarm'],[1.8575000000000728],[1.8575000000000728],none,none,,,"[""space""]",du,2,testWhatL2Uns//r2.s2.1.wav,1.0,what,unsyncopated,b,s2,rule,rule,L2,z,1.3299,2.0,1.0,2.7771,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,20. Cuando escucho una melodía que me gusta mucho no puedo evitar mover el cuerpo.,4.0,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
20,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r2,20,Online_whatL2//c.cha.me13.none.none.wav,fe,su,te,sil,ra,ño,si,sil2,ba,bi,sil1,['-'],,,none,none,,,,cha,3,testWhatL2Uns//r2.s2.2.wav,1.0,what,unsyncopated,b,s2,rule,rule,L2,z,9.6446,1.0,1.0,1.3831,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
21,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r1,21,Online_whatL2//c.cha.me15.none.none.wav,su,ñu,mi,sil,go,ba,bi,sil1,du,to,sil2,['-'],,,none,none,,,,cha,3,testWhatL2Uns//r2.s1.2.wav,1.0,what,unsyncopated,b,s1,rule,rule,L2,z,1.4623,6.0,1.0,1.9178,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
